"person_uri","organisation_uri","organisation_label","relationship"
http://www.wikidata.org/entity/Q1936154,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,membership
http://www.wikidata.org/entity/Q1936154,http://www.wikidata.org/entity/Q721064,Nanyang Technological University,employment
http://www.wikidata.org/entity/Q19363185,http://www.wikidata.org/entity/Q1420239,Temple University,education
http://www.wikidata.org/entity/Q19363185,http://www.wikidata.org/entity/Q168756,"University of California, Berkeley",employment
http://www.wikidata.org/entity/Q19363185,http://www.wikidata.org/entity/Q2075365,University of Puerto Rico,education
http://www.wikidata.org/entity/Q19365931,http://www.wikidata.org/entity/Q3064303,Faculty of Philosophy at Saint Petersburg State University,education
http://www.wikidata.org/entity/Q19365931,http://www.wikidata.org/entity/Q4201572,Sobolev Institute of Mathematics SB RAS,employment
http://www.wikidata.org/entity/Q193670,http://www.wikidata.org/entity/Q2383462,University of Lyon,education
http://www.wikidata.org/entity/Q19372348,http://www.wikidata.org/entity/Q486156,University of Oslo,education
http://www.wikidata.org/entity/Q1938520,http://www.wikidata.org/entity/Q167733,Barnard College,education
http://www.wikidata.org/entity/Q1938520,http://www.wikidata.org/entity/Q167733,Barnard College,employment
http://www.wikidata.org/entity/Q1938520,http://www.wikidata.org/entity/Q49088,Columbia University,education
http://www.wikidata.org/entity/Q193871,http://www.wikidata.org/entity/Q1191833,University of Manitoba,education
http://www.wikidata.org/entity/Q193871,http://www.wikidata.org/entity/Q1244704,Trinity Hall,education
http://www.wikidata.org/entity/Q193871,http://www.wikidata.org/entity/Q130965,Fordham University,employment
http://www.wikidata.org/entity/Q193871,http://www.wikidata.org/entity/Q180865,University of Toronto,employment
http://www.wikidata.org/entity/Q193871,http://www.wikidata.org/entity/Q6386678,Kelvin High School,education
http://www.wikidata.org/entity/Q193871,http://www.wikidata.org/entity/Q734774,Saint Louis University,employment
http://www.wikidata.org/entity/Q1942773,http://www.wikidata.org/entity/Q27265,University of Salzburg,employment
http://www.wikidata.org/entity/Q1942773,http://www.wikidata.org/entity/Q700758,Saarland University,employment
http://www.wikidata.org/entity/Q19443313,http://www.wikidata.org/entity/Q2728155,Royal Galician Academy,membership
http://www.wikidata.org/entity/Q19443313,http://www.wikidata.org/entity/Q6102044,Royal Cavalry Armory of Zaragoza,membership
http://www.wikidata.org/entity/Q1944766,http://www.wikidata.org/entity/Q558439,Sozialistischer Deutscher Studentenbund,membership
http://www.wikidata.org/entity/Q194655,http://www.wikidata.org/entity/Q13344,University of Bordeaux,employment
http://www.wikidata.org/entity/Q194655,http://www.wikidata.org/entity/Q21201,sociology,education
http://www.wikidata.org/entity/Q194655,http://www.wikidata.org/entity/Q273518,School for Advanced Studies in the Social Sciences,employment
http://www.wikidata.org/entity/Q194771,http://www.wikidata.org/entity/Q273518,School for Advanced Studies in the Social Sciences,education
http://www.wikidata.org/entity/Q194771,http://www.wikidata.org/entity/Q273518,School for Advanced Studies in the Social Sciences,employment
http://www.wikidata.org/entity/Q194771,http://www.wikidata.org/entity/Q280413,National Center for Scientific Research,employment
http://www.wikidata.org/entity/Q194771,http://www.wikidata.org/entity/Q30299282,Délégation Paris-Centre (DR2),employment
http://www.wikidata.org/entity/Q194771,http://www.wikidata.org/entity/Q319239,Tel Aviv University,education
http://www.wikidata.org/entity/Q194771,http://www.wikidata.org/entity/Q337234,Academia Europaea,membership
http://www.wikidata.org/entity/Q1948926,http://www.wikidata.org/entity/Q131252,University of Chicago,education
http://www.wikidata.org/entity/Q1948926,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem,education
http://www.wikidata.org/entity/Q1948926,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem,employment
http://www.wikidata.org/entity/Q1949262,http://www.wikidata.org/entity/Q319239,Tel Aviv University,education
http://www.wikidata.org/entity/Q1949262,http://www.wikidata.org/entity/Q319239,Tel Aviv University,employment
http://www.wikidata.org/entity/Q1949844,http://www.wikidata.org/entity/Q595668,Tilburg University,education
http://www.wikidata.org/entity/Q1949844,http://www.wikidata.org/entity/Q595668,Tilburg University,employment
http://www.wikidata.org/entity/Q19508461,http://www.wikidata.org/entity/Q110880247,Lónyay Utcai Református Gimnázium és Kollégium,education
http://www.wikidata.org/entity/Q19508461,http://www.wikidata.org/entity/Q265058,Hungarian Academy of Sciences,membership
http://www.wikidata.org/entity/Q19508461,http://www.wikidata.org/entity/Q390287,Eötvös Loránd University,education
http://www.wikidata.org/entity/Q195085,http://www.wikidata.org/entity/Q1112515,University of New Brunswick,employment
http://www.wikidata.org/entity/Q195085,http://www.wikidata.org/entity/Q131252,University of Chicago,education
http://www.wikidata.org/entity/Q195085,http://www.wikidata.org/entity/Q49088,Columbia University,employment
http://www.wikidata.org/entity/Q195085,http://www.wikidata.org/entity/Q49210,New York University,education
http://www.wikidata.org/entity/Q19513369,http://www.wikidata.org/entity/Q833670,Katholieke Universiteit Leuven,employment
http://www.wikidata.org/entity/Q19513689,http://www.wikidata.org/entity/Q1138384,University of Mississippi,employment
http://www.wikidata.org/entity/Q19517853,http://www.wikidata.org/entity/Q1400558,"The Huntington Library, Art Museum, and Botanical Gardens",employment
http://www.wikidata.org/entity/Q19517853,http://www.wikidata.org/entity/Q168756,"University of California, Berkeley",education
http://www.wikidata.org/entity/Q19517853,http://www.wikidata.org/entity/Q168756,"University of California, Berkeley",employment
http://www.wikidata.org/entity/Q1953672,http://www.wikidata.org/entity/Q214341,University of Amsterdam,employment
http://www.wikidata.org/entity/Q19543342,http://www.wikidata.org/entity/Q1377,University of Ljubljana,education
http://www.wikidata.org/entity/Q19543887,http://www.wikidata.org/entity/Q2529832,El Watan,employment
http://www.wikidata.org/entity/Q19543887,http://www.wikidata.org/entity/Q2836022,Algérie-Actualité,employment
http://www.wikidata.org/entity/Q19543887,http://www.wikidata.org/entity/Q3227244,Le Soir d'Algérie,employment
http://www.wikidata.org/entity/Q19543887,http://www.wikidata.org/entity/Q3551442,University of Constantine 1,education
http://www.wikidata.org/entity/Q19560861,http://www.wikidata.org/entity/Q3047150,University of Bedfordshire,employment
http://www.wikidata.org/entity/Q19561790,http://www.wikidata.org/entity/Q2408404,Comité central républicain des Vingt arrondissements,membership
http://www.wikidata.org/entity/Q19564426,http://www.wikidata.org/entity/Q13371,Harvard University,education
http://www.wikidata.org/entity/Q19564426,http://www.wikidata.org/entity/Q230492,University of Michigan,employment
http://www.wikidata.org/entity/Q19564443,http://www.wikidata.org/entity/Q13371,Harvard University,education
http://www.wikidata.org/entity/Q19564443,http://www.wikidata.org/entity/Q41506,Stanford University,education
http://www.wikidata.org/entity/Q19564443,http://www.wikidata.org/entity/Q838330,University of Wisconsin–Madison,employment
http://www.wikidata.org/entity/Q1956990,http://www.wikidata.org/entity/Q214341,University of Amsterdam,education
http://www.wikidata.org/entity/Q1956990,http://www.wikidata.org/entity/Q633529,Erasmus University Rotterdam,employment
http://www.wikidata.org/entity/Q1956990,http://www.wikidata.org/entity/Q692173,Bureau for Economic Policy Analysis,employment
http://www.wikidata.org/entity/Q1957088,http://www.wikidata.org/entity/Q152087,Humboldt-Universität zu Berlin,education
http://www.wikidata.org/entity/Q1957088,http://www.wikidata.org/entity/Q1979891,NOVA University Lisbon,employment
http://www.wikidata.org/entity/Q1957483,http://www.wikidata.org/entity/Q14506953,Trimbos Institute,employment
http://www.wikidata.org/entity/Q1957483,http://www.wikidata.org/entity/Q14528354,Netherlands Organisation for Health Research and Development,membership
http://www.wikidata.org/entity/Q1957483,http://www.wikidata.org/entity/Q156598,Leiden University,education
http://www.wikidata.org/entity/Q1957483,http://www.wikidata.org/entity/Q156598,Leiden University,employment
http://www.wikidata.org/entity/Q1957483,http://www.wikidata.org/entity/Q23076,Nederlandse Spoorwegen,employment
http://www.wikidata.org/entity/Q1957483,http://www.wikidata.org/entity/Q2758772,Raad voor de Volksgezondheid en Zorg,membership
http://www.wikidata.org/entity/Q1957483,http://www.wikidata.org/entity/Q2949899,Dutch Safety Board,membership
http://www.wikidata.org/entity/Q1957483,http://www.wikidata.org/entity/Q3126873,Erasmus MC,employment
http://www.wikidata.org/entity/Q1957483,http://www.wikidata.org/entity/Q3467043,Scientific Council for Government Policy,membership
http://www.wikidata.org/entity/Q1957483,http://www.wikidata.org/entity/Q633529,Erasmus University Rotterdam,education
http://www.wikidata.org/entity/Q1957483,http://www.wikidata.org/entity/Q633529,Erasmus University Rotterdam,employment
http://www.wikidata.org/entity/Q1958362,http://www.wikidata.org/entity/Q156598,Leiden University,employment
http://www.wikidata.org/entity/Q1958362,http://www.wikidata.org/entity/Q253439,Royal Netherlands Academy of Arts and Sciences,membership
http://www.wikidata.org/entity/Q1958362,http://www.wikidata.org/entity/Q633529,Erasmus University Rotterdam,employment
http://www.wikidata.org/entity/Q19587623,http://www.wikidata.org/entity/Q1065414,Vrije Universiteit Amsterdam,education
http://www.wikidata.org/entity/Q19587623,http://www.wikidata.org/entity/Q214341,University of Amsterdam,employment
http://www.wikidata.org/entity/Q19587623,http://www.wikidata.org/entity/Q221653,Utrecht University,education
http://www.wikidata.org/entity/Q19594775,http://www.wikidata.org/entity/Q1093910,City College of New York,education
http://www.wikidata.org/entity/Q19594775,http://www.wikidata.org/entity/Q174710,"University of California, Los Angeles",employment
http://www.wikidata.org/entity/Q19594775,http://www.wikidata.org/entity/Q230492,University of Michigan,employment
http://www.wikidata.org/entity/Q19594775,http://www.wikidata.org/entity/Q309331,Ohio State University,education
http://www.wikidata.org/entity/Q19594775,http://www.wikidata.org/entity/Q49088,Columbia University,education
http://www.wikidata.org/entity/Q196118,http://www.wikidata.org/entity/Q1633215,University of Salerno,employment
http://www.wikidata.org/entity/Q196118,http://www.wikidata.org/entity/Q2297486,Università degli Studi Roma Tre,employment
http://www.wikidata.org/entity/Q19613842,http://www.wikidata.org/entity/Q322964,Moscow State Institute of International Relations,education
http://www.wikidata.org/entity/Q19613842,http://www.wikidata.org/entity/Q7381992,Russian State University of Justice,employment
http://www.wikidata.org/entity/Q19628966,http://www.wikidata.org/entity/Q1155944,Paris Descartes University,education
http://www.wikidata.org/entity/Q19629853,http://www.wikidata.org/entity/Q280413,National Center for Scientific Research,employment
http://www.wikidata.org/entity/Q19630004,http://www.wikidata.org/entity/Q3064325,Faculty of Arts of Paris,education
http://www.wikidata.org/entity/Q19630004,http://www.wikidata.org/entity/Q6608367,Indiana University,employment
http://www.wikidata.org/entity/Q19630004,http://www.wikidata.org/entity/Q769040,EDHEC Business School,employment
http://www.wikidata.org/entity/Q19630004,http://www.wikidata.org/entity/Q859363,Sciences Po,education
http://www.wikidata.org/entity/Q19630004,http://www.wikidata.org/entity/Q868421,"University of California, Irvine",employment
http://www.wikidata.org/entity/Q19630761,http://www.wikidata.org/entity/Q273631,École pratique des hautes études,education
http://www.wikidata.org/entity/Q19636989,http://www.wikidata.org/entity/Q13371,Harvard University,education
http://www.wikidata.org/entity/Q19636989,http://www.wikidata.org/entity/Q49114,Brown University,education
http://www.wikidata.org/entity/Q19636989,http://www.wikidata.org/entity/Q5146845,College of Staten Island,employment
http://www.wikidata.org/entity/Q19636989,http://www.wikidata.org/entity/Q762266,City University of New York,education
http://www.wikidata.org/entity/Q1963831,http://www.wikidata.org/entity/Q152087,Humboldt-Universität zu Berlin,employment
http://www.wikidata.org/entity/Q1963831,http://www.wikidata.org/entity/Q152838,University of Göttingen,education
http://www.wikidata.org/entity/Q1963831,http://www.wikidata.org/entity/Q153006,Freie Universität Berlin,employment
http://www.wikidata.org/entity/Q1963831,http://www.wikidata.org/entity/Q54096,University of Cologne,education
http://www.wikidata.org/entity/Q19647270,http://www.wikidata.org/entity/Q1377,University of Ljubljana,education
http://www.wikidata.org/entity/Q19661095,http://www.wikidata.org/entity/Q1049470,University of Waterloo,education
http://www.wikidata.org/entity/Q19661095,http://www.wikidata.org/entity/Q180865,University of Toronto,employment
http://www.wikidata.org/entity/Q1966295,http://www.wikidata.org/entity/Q319239,Tel Aviv University,education
http://www.wikidata.org/entity/Q1966295,http://www.wikidata.org/entity/Q49088,Columbia University,education
http://www.wikidata.org/entity/Q1966295,http://www.wikidata.org/entity/Q6975176,The Academic College of Tel Aviv-Yaffo,employment
http://www.wikidata.org/entity/Q19664823,http://www.wikidata.org/entity/Q168751,Duke University,employment
http://www.wikidata.org/entity/Q19664823,http://www.wikidata.org/entity/Q41506,Stanford University,education
http://www.wikidata.org/entity/Q19665154,http://www.wikidata.org/entity/Q230492,University of Michigan,education
http://www.wikidata.org/entity/Q19665154,http://www.wikidata.org/entity/Q230492,University of Michigan,employment
http://www.wikidata.org/entity/Q19665154,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,membership
http://www.wikidata.org/entity/Q19665154,http://www.wikidata.org/entity/Q467040,American Statistical Association,membership
http://www.wikidata.org/entity/Q19665430,http://www.wikidata.org/entity/Q1144262,University of Western Ontario,employment
http://www.wikidata.org/entity/Q19665430,http://www.wikidata.org/entity/Q152087,Humboldt-Universität zu Berlin,education
http://www.wikidata.org/entity/Q19666377,http://www.wikidata.org/entity/Q12724340,Mihai Viteazul National College,education
http://www.wikidata.org/entity/Q19666377,http://www.wikidata.org/entity/Q503473,University of Geneva,education
http://www.wikidata.org/entity/Q19666377,http://www.wikidata.org/entity/Q538452,Babeș-Bolyai University,employment
http://www.wikidata.org/entity/Q19666815,http://www.wikidata.org/entity/Q1024543,CUNY Graduate School and University Center,education
http://www.wikidata.org/entity/Q19666815,http://www.wikidata.org/entity/Q174710,"University of California, Los Angeles",employment
http://www.wikidata.org/entity/Q19666815,http://www.wikidata.org/entity/Q219563,University of Washington,employment
http://www.wikidata.org/entity/Q19666815,http://www.wikidata.org/entity/Q34433,University of Oxford,employment
http://www.wikidata.org/entity/Q19666815,http://www.wikidata.org/entity/Q49088,Columbia University,education
http://www.wikidata.org/entity/Q19666815,http://www.wikidata.org/entity/Q622664,"University of California, San Diego",employment
http://www.wikidata.org/entity/Q19666815,http://www.wikidata.org/entity/Q757391,Central European University,employment
http://www.wikidata.org/entity/Q19666912,http://www.wikidata.org/entity/Q332498,Brigham Young University,education
http://www.wikidata.org/entity/Q19666912,http://www.wikidata.org/entity/Q332498,Brigham Young University,employment
http://www.wikidata.org/entity/Q19666912,http://www.wikidata.org/entity/Q5171574,Cornell University School of Industrial and Labor Relations,education
http://www.wikidata.org/entity/Q19667391,http://www.wikidata.org/entity/Q1065,United Nations,employment
http://www.wikidata.org/entity/Q19668474,http://www.wikidata.org/entity/Q1411222,George Mason University,education
http://www.wikidata.org/entity/Q19668474,http://www.wikidata.org/entity/Q591115,University of Haifa,education
http://www.wikidata.org/entity/Q19668474,http://www.wikidata.org/entity/Q7603626,State University of New York at Plattsburgh,employment
http://www.wikidata.org/entity/Q19668528,http://www.wikidata.org/entity/Q1141571,Macalester College,education
http://www.wikidata.org/entity/Q19668528,http://www.wikidata.org/entity/Q49119,Brandeis University,education
http://www.wikidata.org/entity/Q19668528,http://www.wikidata.org/entity/Q74343,Duquesne University,employment
http://www.wikidata.org/entity/Q19668652,http://www.wikidata.org/entity/Q1137652,Maastricht University,employment
http://www.wikidata.org/entity/Q19668652,http://www.wikidata.org/entity/Q201492,McGill University,education
http://www.wikidata.org/entity/Q19677949,http://www.wikidata.org/entity/Q1034225,Harvard Divinity School,education
http://www.wikidata.org/entity/Q19677949,http://www.wikidata.org/entity/Q616591,Oberlin College,education
http://www.wikidata.org/entity/Q19677949,http://www.wikidata.org/entity/Q6409777,Kimball Union Academy,education
http://www.wikidata.org/entity/Q19677949,http://www.wikidata.org/entity/Q911830,University of Michigan Law School,education
http://www.wikidata.org/entity/Q19690198,http://www.wikidata.org/entity/Q1003,Solidarity,membership
http://www.wikidata.org/entity/Q19690198,http://www.wikidata.org/entity/Q11740230,Klub Krzywego Koła,membership
http://www.wikidata.org/entity/Q19690198,http://www.wikidata.org/entity/Q144488,University of Warsaw,education
http://www.wikidata.org/entity/Q19690198,http://www.wikidata.org/entity/Q144488,University of Warsaw,employment
http://www.wikidata.org/entity/Q19690198,http://www.wikidata.org/entity/Q1786992,Warsaw Scientific Society,membership
http://www.wikidata.org/entity/Q19690198,http://www.wikidata.org/entity/Q7557985,Solidarity Citizens' Committee,membership
http://www.wikidata.org/entity/Q19690198,http://www.wikidata.org/entity/Q7886684,Union of Polish Youth,membership
http://www.wikidata.org/entity/Q19690277,http://www.wikidata.org/entity/Q1613719,Maria Curie-Skłodowska University,employment
http://www.wikidata.org/entity/Q19690277,http://www.wikidata.org/entity/Q25404328,Katolicki Uniwersytet Lubelski Jana Pawła II. Wydział Teologii,education
http://www.wikidata.org/entity/Q19690277,http://www.wikidata.org/entity/Q49291951,College of Socio-Economics in Tyczyn,employment
http://www.wikidata.org/entity/Q19690277,http://www.wikidata.org/entity/Q9366819,University of Siedlce,employment
http://www.wikidata.org/entity/Q19690341,http://www.wikidata.org/entity/Q1394594,SGH Warsaw School of Economics,education
http://www.wikidata.org/entity/Q19690341,http://www.wikidata.org/entity/Q15992597,Polish Statistical Association,membership
http://www.wikidata.org/entity/Q19690341,http://www.wikidata.org/entity/Q9379430,"Faculty of Philosophy and Sociology, University of Warsaw",education
http://www.wikidata.org/entity/Q19691364,http://www.wikidata.org/entity/Q11713023,Institute of Philosophy and Sociology of the Polish Academy of Sciences,employment
http://www.wikidata.org/entity/Q19691364,http://www.wikidata.org/entity/Q144488,University of Warsaw,education
http://www.wikidata.org/entity/Q19691364,http://www.wikidata.org/entity/Q144488,University of Warsaw,employment
http://www.wikidata.org/entity/Q19691364,http://www.wikidata.org/entity/Q651690,Polish Academy of Sciences,membership
http://www.wikidata.org/entity/Q19691364,http://www.wikidata.org/entity/Q7209992,Polish Sociological Association,membership
http://www.wikidata.org/entity/Q19692178,http://www.wikidata.org/entity/Q13033201,Faculty of Philosophy and Social Sciences of the Belarusian State University,employment
http://www.wikidata.org/entity/Q19692178,http://www.wikidata.org/entity/Q2628140,Belarusian State Economic University,employment
http://www.wikidata.org/entity/Q19692178,http://www.wikidata.org/entity/Q55999048,Faculty of Philosophy and Economics of the Belarusian State University,education
http://www.wikidata.org/entity/Q1969431,http://www.wikidata.org/entity/Q1377,University of Ljubljana,education
http://www.wikidata.org/entity/Q1969431,http://www.wikidata.org/entity/Q1377,University of Ljubljana,employment
http://www.wikidata.org/entity/Q1969431,http://www.wikidata.org/entity/Q168756,"University of California, Berkeley",employment
http://www.wikidata.org/entity/Q1969431,http://www.wikidata.org/entity/Q617433,Syracuse University,education
http://www.wikidata.org/entity/Q19698020,http://www.wikidata.org/entity/Q43452,Autonomous University of Barcelona,education
http://www.wikidata.org/entity/Q1972058,http://www.wikidata.org/entity/Q83259,École Normale Supérieure,education
http://www.wikidata.org/entity/Q1972606,http://www.wikidata.org/entity/Q183725,International Workingmen's Association,membership
http://www.wikidata.org/entity/Q19731586,http://www.wikidata.org/entity/Q1579397,Bandung Institute of Technology,education
http://www.wikidata.org/entity/Q19731586,http://www.wikidata.org/entity/Q49088,Columbia University,education
http://www.wikidata.org/entity/Q19731586,http://www.wikidata.org/entity/Q534515,University of Indonesia,employment
http://www.wikidata.org/entity/Q1973514,http://www.wikidata.org/entity/Q240631,University of Belgrade,education
http://www.wikidata.org/entity/Q1974473,http://www.wikidata.org/entity/Q21578,Princeton University,employment
http://www.wikidata.org/entity/Q1974473,http://www.wikidata.org/entity/Q499451,Rutgers University,education
http://www.wikidata.org/entity/Q1974529,http://www.wikidata.org/entity/Q2631070,Russian State University for the Humanities,employment
http://www.wikidata.org/entity/Q1974529,http://www.wikidata.org/entity/Q4484266,Philological Faculty of Moscow State University,education
http://www.wikidata.org/entity/Q19745749,http://www.wikidata.org/entity/Q24382,Bielefeld University,education
http://www.wikidata.org/entity/Q19745749,http://www.wikidata.org/entity/Q280361,Andalas University,education
http://www.wikidata.org/entity/Q19745749,http://www.wikidata.org/entity/Q280361,Andalas University,employment
http://www.wikidata.org/entity/Q19745749,http://www.wikidata.org/entity/Q534515,University of Indonesia,education
http://www.wikidata.org/entity/Q1974658,http://www.wikidata.org/entity/Q1751060,University of Trieste,employment
http://www.wikidata.org/entity/Q1974658,http://www.wikidata.org/entity/Q31519,Charles University,education
http://www.wikidata.org/entity/Q19754887,http://www.wikidata.org/entity/Q6156785,University of Medellín,education
http://www.wikidata.org/entity/Q19757762,http://www.wikidata.org/entity/Q10723329,Yale Divinity School,education
http://www.wikidata.org/entity/Q19757762,http://www.wikidata.org/entity/Q309350,Northwestern University,education
http://www.wikidata.org/entity/Q19757762,http://www.wikidata.org/entity/Q49112,Yale University,education
http://www.wikidata.org/entity/Q19757762,http://www.wikidata.org/entity/Q49112,Yale University,employment
http://www.wikidata.org/entity/Q19758109,http://www.wikidata.org/entity/Q156725,University of Hamburg,education
http://www.wikidata.org/entity/Q1976056,http://www.wikidata.org/entity/Q1059546,Lycée Louis-le-Grand,education
http://www.wikidata.org/entity/Q1976056,http://www.wikidata.org/entity/Q1878600,Lycée Henri-IV,education
http://www.wikidata.org/entity/Q19787070,http://www.wikidata.org/entity/Q1065414,Vrije Universiteit Amsterdam,education
http://www.wikidata.org/entity/Q19787070,http://www.wikidata.org/entity/Q175241,University of Antwerp,education
http://www.wikidata.org/entity/Q19787070,http://www.wikidata.org/entity/Q175241,University of Antwerp,employment
http://www.wikidata.org/entity/Q19787070,http://www.wikidata.org/entity/Q833670,Katholieke Universiteit Leuven,education
http://www.wikidata.org/entity/Q19788081,http://www.wikidata.org/entity/Q3268926,Lycée Saint-Louis-de-Gonzague,education
http://www.wikidata.org/entity/Q19788081,http://www.wikidata.org/entity/Q999763,University of Paris 1 Pantheon-Sorbonne,education
http://www.wikidata.org/entity/Q19803270,http://www.wikidata.org/entity/Q1129925,Pontifical Catholic University of Chile,education
http://www.wikidata.org/entity/Q19803270,http://www.wikidata.org/entity/Q43452,Autonomous University of Barcelona,employment
http://www.wikidata.org/entity/Q19825343,http://www.wikidata.org/entity/Q131252,University of Chicago,education
http://www.wikidata.org/entity/Q19825343,http://www.wikidata.org/entity/Q274486,Waseda University,employment
http://www.wikidata.org/entity/Q19835760,http://www.wikidata.org/entity/Q414052,"Academy of Fine Arts, Munich",employment
http://www.wikidata.org/entity/Q19835760,http://www.wikidata.org/entity/Q447953,University of Wuppertal,employment
http://www.wikidata.org/entity/Q19835760,http://www.wikidata.org/entity/Q689775,Graz University of Technology,employment
http://www.wikidata.org/entity/Q1984383,http://www.wikidata.org/entity/Q156598,Leiden University,employment
http://www.wikidata.org/entity/Q1984383,http://www.wikidata.org/entity/Q214341,University of Amsterdam,employment
http://www.wikidata.org/entity/Q1984383,http://www.wikidata.org/entity/Q253439,Royal Netherlands Academy of Arts and Sciences,membership
http://www.wikidata.org/entity/Q19844232,http://www.wikidata.org/entity/Q1353248,New Mexico State University,education
http://www.wikidata.org/entity/Q19844232,http://www.wikidata.org/entity/Q270145,National University of San Marcos,education
http://www.wikidata.org/entity/Q19852315,http://www.wikidata.org/entity/Q712849,National Chengchi University,education
http://www.wikidata.org/entity/Q19852315,http://www.wikidata.org/entity/Q955764,University of Illinois Chicago,education
http://www.wikidata.org/entity/Q19853980,http://www.wikidata.org/entity/Q707948,Tunghai University,education
http://www.wikidata.org/entity/Q19866745,http://www.wikidata.org/entity/Q1420239,Temple University,employment
http://www.wikidata.org/entity/Q19866745,http://www.wikidata.org/entity/Q49117,University of Pennsylvania,education
http://www.wikidata.org/entity/Q19866745,http://www.wikidata.org/entity/Q838330,University of Wisconsin–Madison,employment
http://www.wikidata.org/entity/Q19871491,http://www.wikidata.org/entity/Q1041737,Carleton University,education
http://www.wikidata.org/entity/Q19871491,http://www.wikidata.org/entity/Q326342,Concordia University,employment
http://www.wikidata.org/entity/Q19873382,http://www.wikidata.org/entity/Q1284408,Pontifical Catholic University of Valparaíso,employment
http://www.wikidata.org/entity/Q19873382,http://www.wikidata.org/entity/Q209842,University of Paris,employment
http://www.wikidata.org/entity/Q19873382,http://www.wikidata.org/entity/Q232141,University of Chile,employment
http://www.wikidata.org/entity/Q19874006,http://www.wikidata.org/entity/Q1075104,University of Essex,employment
http://www.wikidata.org/entity/Q19874006,http://www.wikidata.org/entity/Q174570,London School of Economics and Political Science,education
http://www.wikidata.org/entity/Q19874006,http://www.wikidata.org/entity/Q81174,Jesus College,education
http://www.wikidata.org/entity/Q19874939,http://www.wikidata.org/entity/Q102398072,philosophy faculty of the German university of Prague,education
http://www.wikidata.org/entity/Q19874939,http://www.wikidata.org/entity/Q102398119,Deutsche wissenschaftliche Prüfungs-kommission für das Lehramt an Mittelschulen in Prag,education
http://www.wikidata.org/entity/Q19874939,http://www.wikidata.org/entity/Q1432632,University of Reading,employment
http://www.wikidata.org/entity/Q19877938,http://www.wikidata.org/entity/Q1161297,University of Sussex,education
http://www.wikidata.org/entity/Q19880951,http://www.wikidata.org/entity/Q1206658,University of Colorado,education
http://www.wikidata.org/entity/Q19880951,http://www.wikidata.org/entity/Q1206658,University of Colorado,employment
http://www.wikidata.org/entity/Q19880951,http://www.wikidata.org/entity/Q736674,University of Colorado Boulder,employment
http://www.wikidata.org/entity/Q19881137,http://www.wikidata.org/entity/Q192334,University of North Carolina at Chapel Hill,employment
http://www.wikidata.org/entity/Q19881137,http://www.wikidata.org/entity/Q371625,Brooklyn College,education
http://www.wikidata.org/entity/Q19881137,http://www.wikidata.org/entity/Q6608367,Indiana University,employment
http://www.wikidata.org/entity/Q19881137,http://www.wikidata.org/entity/Q838330,University of Wisconsin–Madison,education
http://www.wikidata.org/entity/Q19892055,http://www.wikidata.org/entity/Q1194988,Paris 8 University,education
http://www.wikidata.org/entity/Q19893700,http://www.wikidata.org/entity/Q168756,"University of California, Berkeley",employment
http://www.wikidata.org/entity/Q19898950,http://www.wikidata.org/entity/Q850730,University of Groningen,education
http://www.wikidata.org/entity/Q19898950,http://www.wikidata.org/entity/Q850730,University of Groningen,employment
http://www.wikidata.org/entity/Q19901625,http://www.wikidata.org/entity/Q39913,Seoul National University,education
http://www.wikidata.org/entity/Q19901625,http://www.wikidata.org/entity/Q39913,Seoul National University,employment
http://www.wikidata.org/entity/Q1990451,http://www.wikidata.org/entity/Q1124657,Bar-Ilan University,education
http://www.wikidata.org/entity/Q1990451,http://www.wikidata.org/entity/Q1124657,Bar-Ilan University,employment
http://www.wikidata.org/entity/Q1990451,http://www.wikidata.org/entity/Q1778321,Moscow Pedagogical State University,education
http://www.wikidata.org/entity/Q1990451,http://www.wikidata.org/entity/Q201325,Ariel University,employment
http://www.wikidata.org/entity/Q1990451,http://www.wikidata.org/entity/Q2418908,Belarusian State University,education
http://www.wikidata.org/entity/Q1990451,http://www.wikidata.org/entity/Q4285636,Machanaim (organization),employment
http://www.wikidata.org/entity/Q1990451,http://www.wikidata.org/entity/Q5668834,Harry Fischel Institute for Talmudic Research,education
http://www.wikidata.org/entity/Q1990451,http://www.wikidata.org/entity/Q6878990,Bet morashah bi-Yerushalayim,education
http://www.wikidata.org/entity/Q19906828,http://www.wikidata.org/entity/Q1450649,Presidential Council for Civil Society and Human Rights,membership
http://www.wikidata.org/entity/Q19906828,http://www.wikidata.org/entity/Q4201736,Institute of Sociology,employment
http://www.wikidata.org/entity/Q19906828,http://www.wikidata.org/entity/Q4204528,MSU Faculty of History,education
http://www.wikidata.org/entity/Q19907074,http://www.wikidata.org/entity/Q1934911,Military Academy of the General Staff of the Armed Forces of Russia,education
http://www.wikidata.org/entity/Q19907074,http://www.wikidata.org/entity/Q27621,Saint Petersburg State University,education
http://www.wikidata.org/entity/Q19907074,http://www.wikidata.org/entity/Q3064303,Faculty of Philosophy at Saint Petersburg State University,education
http://www.wikidata.org/entity/Q19907074,http://www.wikidata.org/entity/Q83172,Russian Academy of Sciences,employment
